file_name,network,station,instrument_type,station_lat,station_lon,station_elv,p_arrival_time,p_probability,s_arrival_time,s_probability,start_dt,end_dt,source_file
RANF,FN,RANF,0,0.0,0.0,0.0,2025-01-03 11:42:17.100,0.887399,2025-01-03 11:42:20.300,0.180263,2025-01-03 11:42:12.000,2025-01-03 11:43:12.000,eqt_explosions_th0_1/20250103T114212Z_20250103T114312Z/RANF_outputs/X_prediction_results.csv
KPF,HE,KPF,0,0.0,0.0,0.0,2025-01-03 11:42:17.900,0.114049,,,2025-01-03 11:42:12.000,2025-01-03 11:43:12.000,eqt_explosions_th0_1/20250103T114212Z_20250103T114312Z/KPF_outputs/X_prediction_results.csv
KPF,HE,KPF,0,0.0,0.0,0.0,2025-01-03 11:42:18.900,0.106101,,,2025-01-03 11:42:12.000,2025-01-03 11:43:12.000,eqt_explosions_th0_1/20250103T114212Z_20250103T114312Z/KPF_outputs/X_prediction_results.csv
KPF,HE,KPF,0,0.0,0.0,0.0,2025-01-03 11:42:19.900,0.110162,,,2025-01-03 11:42:12.000,2025-01-03 11:43:12.000,eqt_explosions_th0_1/20250103T114212Z_20250103T114312Z/KPF_outputs/X_prediction_results.csv
KPF,HE,KPF,0,0.0,0.0,0.0,2025-01-03 11:42:21.890,0.110758,,,2025-01-03 11:42:12.000,2025-01-03 11:43:12.000,eqt_explosions_th0_1/20250103T114212Z_20250103T114312Z/KPF_outputs/X_prediction_results.csv
RUF,HE,RUF,0,0.0,0.0,0.0,2025-01-03 11:54:12.990,0.945313,2025-01-03 11:54:20.090,0.349862,2025-01-03 11:54:07.000,2025-01-03 11:55:07.000,eqt_explosions_th0_1/20250103T115407Z_20250103T115507Z/RUF_outputs/X_prediction_results.csv
KY17,HE,KY17,0,0.0,0.0,0.0,2025-01-03 11:54:13.180,0.892116,2025-01-03 11:54:21.200,0.551039,2025-01-03 11:54:08.000,2025-01-03 11:55:08.000,eqt_explosions_th0_1/20250103T115408Z_20250103T115508Z/KY17_outputs/X_prediction_results.csv
VJF,HE,VJF,0,0.0,0.0,0.0,2025-01-03 11:54:13.380,0.953896,2025-01-03 11:54:21.620,0.538348,2025-01-03 11:54:08.000,2025-01-03 11:55:08.000,eqt_explosions_th0_1/20250103T115408Z_20250103T115508Z/VJF_outputs/X_prediction_results.csv
FIA0,HE,FIA0,0,0.0,0.0,0.0,2025-01-03 11:54:22.910,0.919255,2025-01-03 11:54:37.710,0.482873,2025-01-03 11:54:17.000,2025-01-03 11:55:17.000,eqt_explosions_th0_1/20250103T115417Z_20250103T115517Z/FIA0_outputs/X_prediction_results.csv
FIA0,HE,FIA0,0,0.0,0.0,0.0,,,2025-01-03 11:54:41.810,0.415155,2025-01-03 11:54:17.000,2025-01-03 11:55:17.000,eqt_explosions_th0_1/20250103T115417Z_20250103T115517Z/FIA0_outputs/X_prediction_results.csv
